"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 24 03:29:58 GMT 2022","Sat Dec 24 03:29:59 GMT 2022","1606","tests","test_auth","TestAuthClass","","","test_login_negative[unregistered user]",""
"passed","Sat Dec 24 03:30:09 GMT 2022","Sat Dec 24 03:30:13 GMT 2022","3997","tests","test_purchase","TestPurchaseClass","","","test_purchase_wo_card",""
"passed","Sat Dec 24 03:29:54 GMT 2022","Sat Dec 24 03:29:56 GMT 2022","1238","tests","test_auth","TestAuthClass","","","test_login_negative[empty password]",""
"passed","Sat Dec 24 03:30:12 GMT 2022","Sat Dec 24 03:30:12 GMT 2022","689","tests","test_visual","TestVisualClass","","","test_categories_phones",""
"passed","Sat Dec 24 03:30:07 GMT 2022","Sat Dec 24 03:30:07 GMT 2022","15","tests","test_visual","TestVisualClass","","","test_logo_is_present",""
"passed","Sat Dec 24 03:30:09 GMT 2022","Sat Dec 24 03:30:10 GMT 2022","673","tests","test_visual","TestVisualClass","","","test_carousel_next_prev",""
"passed","Sat Dec 24 03:29:55 GMT 2022","Sat Dec 24 03:29:56 GMT 2022","1702","tests","test_auth","TestAuthClass","","","test_signup_ui",""
"passed","Sat Dec 24 03:29:58 GMT 2022","Sat Dec 24 03:30:08 GMT 2022","9540","tests","test_purchase","TestPurchaseClass","","","test_purchase_success",""
"passed","Sat Dec 24 03:29:51 GMT 2022","Sat Dec 24 03:29:52 GMT 2022","1096","tests","test_auth","TestAuthClass","","","test_login_negative[empty name]",""
"passed","Sat Dec 24 03:30:15 GMT 2022","Sat Dec 24 03:30:16 GMT 2022","77","tests","test_visual","TestVisualClass","","","test_footer_is_present",""
"passed","Sat Dec 24 03:29:51 GMT 2022","Sat Dec 24 03:29:53 GMT 2022","1260","tests","test_auth","TestAuthClass","","","test_login_ui",""
"passed","Sat Dec 24 03:30:01 GMT 2022","Sat Dec 24 03:30:05 GMT 2022","4265","tests","test_purchase","TestPurchaseClass","","","test_purchase_wo_name",""
