"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 12 19:47:41 GMT 2022","Mon Dec 12 19:47:41 GMT 2022","28","tests","test_visual","TestVisualClass","","","test_footer_is_present",""
"passed","Mon Dec 12 19:47:32 GMT 2022","Mon Dec 12 19:47:33 GMT 2022","1007","tests","test_auth","TestAuthClass","","","test_login_negative[empty password]",""
"passed","Mon Dec 12 19:47:36 GMT 2022","Mon Dec 12 19:47:38 GMT 2022","2901","tests","test_purchase","TestPurchaseClass","","","test_purchase",""
"passed","Mon Dec 12 19:47:35 GMT 2022","Mon Dec 12 19:47:37 GMT 2022","1624","tests","test_auth","TestAuthClass","","","test_login_negative[unregistered user]",""
"passed","Mon Dec 12 19:47:29 GMT 2022","Mon Dec 12 19:47:30 GMT 2022","1163","tests","test_auth","TestAuthClass","","","test_login_negative[empty name]",""
"passed","Mon Dec 12 19:47:39 GMT 2022","Mon Dec 12 19:47:39 GMT 2022","495","tests","test_visual","TestVisualClass","","","Registered user is able to login with valid credentials",""
"passed","Mon Dec 12 19:47:32 GMT 2022","Mon Dec 12 19:47:34 GMT 2022","1796","tests","test_auth","TestAuthClass","","","test_signup_ui",""
"passed","Mon Dec 12 19:47:40 GMT 2022","Mon Dec 12 19:47:47 GMT 2022","6093","tests","test_visual","TestVisualClass","","","test_categories_phones",""
"passed","Mon Dec 12 19:47:29 GMT 2022","Mon Dec 12 19:47:30 GMT 2022","1241","tests","test_auth","TestAuthClass","","","test_login_ui",""
