"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Dec 24 02:46:48 GMT 2022","Sat Dec 24 02:46:48 GMT 2022","0","tests","test_auth","TestAuthClass","","","test_login_negative[empty password]",""
"broken","Sat Dec 24 02:46:52 GMT 2022","Sat Dec 24 02:46:52 GMT 2022","0","tests","test_visual","TestVisualClass","","","test_categories_phones",""
"broken","Sat Dec 24 02:46:48 GMT 2022","Sat Dec 24 02:46:48 GMT 2022","0","tests","test_auth","TestAuthClass","","","test_signup_ui",""
"broken","Sat Dec 24 02:46:53 GMT 2022","Sat Dec 24 02:46:53 GMT 2022","0","tests","test_visual","TestVisualClass","","","test_footer_is_present",""
"broken","Sat Dec 24 02:46:51 GMT 2022","Sat Dec 24 02:46:51 GMT 2022","0","tests","test_purchase","TestPurchaseClass","","","test_purchase_wo_name",""
"broken","Sat Dec 24 02:46:43 GMT 2022","Sat Dec 24 02:46:43 GMT 2022","0","tests","test_auth","TestAuthClass","","","test_login_ui",""
"broken","Sat Dec 24 02:46:53 GMT 2022","Sat Dec 24 02:46:53 GMT 2022","0","tests","test_visual","TestVisualClass","","","test_logo_is_present",""
"broken","Sat Dec 24 02:46:51 GMT 2022","Sat Dec 24 02:46:51 GMT 2022","0","tests","test_purchase","TestPurchaseClass","","","test_purchase_wo_card",""
"broken","Sat Dec 24 02:46:49 GMT 2022","Sat Dec 24 02:46:49 GMT 2022","0","tests","test_auth","TestAuthClass","","","test_login_negative[unregistered user]",""
"broken","Sat Dec 24 02:46:52 GMT 2022","Sat Dec 24 02:46:52 GMT 2022","0","tests","test_visual","TestVisualClass","","","Registered user is able to login with valid credentials",""
"broken","Sat Dec 24 02:46:43 GMT 2022","Sat Dec 24 02:46:43 GMT 2022","0","tests","test_auth","TestAuthClass","","","test_login_negative[empty name]",""
"broken","Sat Dec 24 02:46:49 GMT 2022","Sat Dec 24 02:46:49 GMT 2022","0","tests","test_purchase","TestPurchaseClass","","","test_purchase_success",""
