"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 24 03:34:57 GMT 2022","Sat Dec 24 03:35:00 GMT 2022","3579","tests","test_purchase","TestPurchaseClass","","","test_purchase_wo_name",""
"passed","Sat Dec 24 03:35:04 GMT 2022","Sat Dec 24 03:35:04 GMT 2022","411","tests","test_visual","TestVisualClass","","","test_carousel_next_prev",""
"skipped","Sat Dec 24 03:35:06 GMT 2022","Sat Dec 24 03:35:06 GMT 2022","170","tests","test_visual","TestVisualClass","","","test_categories_phones",""
"passed","Sat Dec 24 03:34:53 GMT 2022","Sat Dec 24 03:34:55 GMT 2022","1458","tests","test_auth","TestAuthClass","","","test_login_negative[unregistered user]",""
"passed","Sat Dec 24 03:35:05 GMT 2022","Sat Dec 24 03:35:08 GMT 2022","3385","tests","test_purchase","TestPurchaseClass","","","test_purchase_wo_card",""
"passed","Sat Dec 24 03:34:54 GMT 2022","Sat Dec 24 03:35:03 GMT 2022","8897","tests","test_purchase","TestPurchaseClass","","","test_purchase_success",""
"passed","Sat Dec 24 03:34:48 GMT 2022","Sat Dec 24 03:34:49 GMT 2022","1069","tests","test_auth","TestAuthClass","","","test_login_negative[empty name]",""
"passed","Sat Dec 24 03:35:02 GMT 2022","Sat Dec 24 03:35:02 GMT 2022","52","tests","test_visual","TestVisualClass","","","test_logo_is_present",""
"passed","Sat Dec 24 03:35:10 GMT 2022","Sat Dec 24 03:35:10 GMT 2022","75","tests","test_visual","TestVisualClass","","","test_footer_is_present",""
"passed","Sat Dec 24 03:34:51 GMT 2022","Sat Dec 24 03:34:52 GMT 2022","985","tests","test_auth","TestAuthClass","","","test_login_negative[empty password]",""
"passed","Sat Dec 24 03:34:48 GMT 2022","Sat Dec 24 03:34:49 GMT 2022","1111","tests","test_auth","TestAuthClass","","","test_login_ui",""
"passed","Sat Dec 24 03:34:51 GMT 2022","Sat Dec 24 03:34:52 GMT 2022","1578","tests","test_auth","TestAuthClass","","","test_signup_ui",""
